,,,,,,,,,
,,,,,,,,,
t,Oxazolidine,AB ICNR,AB IC,AC IC,BB IC,BC IC,AB 2 BC INT,A PYR,B PYR
0.6978297162,9.8600525032,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.85E-012,3.89E-007,0.1399469726
0.7011686144,9.8593876286,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.85E-012,3.91E-007,0.1406118453
0.7045075125,9.8587227989,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.85E-012,3.93E-007,0.1412766733
0.7078464107,9.8580580139,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,3.95E-007,0.1419414564
0.7111853088,9.8573932738,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,3.97E-007,0.1426061946
0.714524207,9.8567285786,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,3.99E-007,0.1432708881
0.7178631052,9.8560639281,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.00E-007,0.1439355367
0.7212020033,9.8553993225,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.02E-007,0.1446001405
0.7245409015,9.8547347616,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.04E-007,0.1452646995
0.7278797997,9.8540702456,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.06E-007,0.1459292136
0.7312186978,9.8534057744,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.08E-007,0.146593683
0.734557596,9.852741348,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.10E-007,0.1472581076
0.7378964942,9.8520769664,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.12E-007,0.1479224873
0.7412353923,9.8514126296,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.13E-007,0.1485868223
0.7445742905,9.8507483376,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.15E-007,0.1492511125
0.7479131886,9.8500840904,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.17E-007,0.1499153578
0.7512520868,9.8494198879,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.19E-007,0.1505795584
0.754590985,9.8487557303,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.21E-007,0.1512437142
0.7579298831,9.8480916175,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.23E-007,0.1519078252
0.7612687813,9.8474275494,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.24E-007,0.1525718915
0.7646076795,9.8467635261,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.26E-007,0.1532359129
0.7679465776,9.8460995476,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.28E-007,0.1538998896
0.7712854758,9.8454356138,1.35E-007,1.66E-013,3.04E-015,4.73E-012,3.18E-012,6.84E-012,4.30E-007,0.1545638215
0.774624374,9.8447717249,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.18E-012,6.84E-012,4.32E-007,0.1552277086
0.7779632721,9.8441078807,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.18E-012,6.83E-012,4.34E-007,0.155891551
0.7813021703,9.8434440812,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.18E-012,6.83E-012,4.36E-007,0.1565553486
0.7846410684,9.8427803265,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.18E-012,6.83E-012,4.37E-007,0.1572191015
0.7879799666,9.8421166166,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.39E-007,0.1578828096
0.7913188648,9.8414529514,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.41E-007,0.1585464729
0.7946577629,9.840789331,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.43E-007,0.1592100915
0.7979966611,9.8401257553,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.45E-007,0.1598736653
0.8013355593,9.8394622244,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.47E-007,0.1605371944
0.8046744574,9.8387987382,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.48E-007,0.1612006787
0.8080133556,9.8381352968,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.50E-007,0.1618641183
0.8113522538,9.8374719001,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.52E-007,0.1625275132
0.8146911519,9.8368085481,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.54E-007,0.1631908633
0.8180300501,9.8361452409,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.56E-007,0.1638541687
0.8213689482,9.8354819784,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.58E-007,0.1645174294
0.8247078464,9.8348187606,1.35E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.60E-007,0.1651806454
0.8280467446,9.8341555875,1.34E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.61E-007,0.1658438166
0.8313856427,9.8334924592,1.34E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.63E-007,0.1665069431
0.8347245409,9.8328293756,1.34E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.65E-007,0.1671700249
0.8380634391,9.8321663366,1.34E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.67E-007,0.167833062
0.8414023372,9.8315033424,1.34E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.69E-007,0.1684960544
0.8447412354,9.8308403929,1.34E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.71E-007,0.169159002
0.8480801336,9.8301774881,1.34E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.83E-012,4.72E-007,0.169821905
0.8514190317,9.829514628,1.34E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.82E-012,4.74E-007,0.1704847633
0.8547579299,9.8288518126,1.34E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.82E-012,4.76E-007,0.1711475768
0.858096828,9.8281890419,1.34E-007,1.66E-013,3.04E-015,4.74E-012,3.17E-012,6.82E-012,4.78E-007,0.1718103457
0.8614357262,9.8275263159,1.34E-007,1.66E-013,3.03E-015,4.74E-012,3.17E-012,6.82E-012,4.80E-007,0.1724730699
0.8647746244,9.8268636346,1.34E-007,1.66E-013,3.03E-015,4.74E-012,3.17E-012,6.82E-012,4.82E-007,0.1731357494
0.8681135225,9.8262009979,1.34E-007,1.66E-013,3.03E-015,4.74E-012,3.17E-012,6.82E-012,4.84E-007,0.1737983842
0.8714524207,9.8255384059,1.34E-007,1.66E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,4.85E-007,0.1744609743
0.8747913189,9.8248758587,1.34E-007,1.66E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,4.87E-007,0.1751235198
0.878130217,9.8242133561,1.34E-007,1.66E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,4.89E-007,0.1757860205
0.8814691152,9.8235508981,1.34E-007,1.66E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,4.91E-007,0.1764484766
0.8848080134,9.8228884849,1.34E-007,1.66E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,4.93E-007,0.1771108881
0.8881469115,9.8222261163,1.34E-007,1.66E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,4.95E-007,0.1777732548
0.8914858097,9.8215637923,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,4.96E-007,0.1784355769
0.8948247078,9.8209015131,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,4.98E-007,0.1790978544
0.898163606,9.8202392784,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,5.00E-007,0.1797600872
0.9015025042,9.8195770885,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,5.02E-007,0.1804222753
0.9048414023,9.8189149432,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,5.04E-007,0.1810844188
0.9081803005,9.8182528425,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,5.06E-007,0.1817465176
0.9115191987,9.8175907865,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,5.07E-007,0.1824085718
0.9148580968,9.8169287751,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,5.09E-007,0.1830705813
0.918196995,9.8162668084,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,5.11E-007,0.1837325462
0.9215358932,9.8156048863,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.82E-012,5.13E-007,0.1843944664
0.9248747913,9.8149430089,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.81E-012,5.15E-007,0.1850563421
0.9282136895,9.814281176,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.81E-012,5.17E-007,0.1857181731
0.9315525876,9.8136193878,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.81E-012,5.19E-007,0.1863799594
0.9348914858,9.8129576443,1.34E-007,1.65E-013,3.03E-015,4.73E-012,3.17E-012,6.81E-012,5.20E-007,0.1870417012
0.938230384,9.8122959453,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.17E-012,6.81E-012,5.22E-007,0.1877033983
0.9415692821,9.811634291,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.17E-012,6.81E-012,5.24E-007,0.1883650508
0.9449081803,9.8109726813,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.26E-007,0.1890266587
0.9482470785,9.8103111162,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.28E-007,0.1896882219
0.9515859766,9.8096495957,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.30E-007,0.1903497406
0.9549248748,9.8089881198,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.31E-007,0.1910112147
0.958263773,9.8083266885,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.33E-007,0.1916726441
0.9616026711,9.8076653018,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.35E-007,0.192334029
0.9649415693,9.8070039598,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.37E-007,0.1929953692
0.9682804674,9.8063426623,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.39E-007,0.1936566649
0.9716193656,9.8056814094,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.41E-007,0.1943179159
0.9749582638,9.8050202011,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.42E-007,0.1949791224
0.9782971619,9.8043590374,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.44E-007,0.1956402843
0.9816360601,9.8036979182,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.46E-007,0.1963014016
0.9849749583,9.8030368437,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.48E-007,0.1969624743
0.9883138564,9.8023758137,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.50E-007,0.1976235025
0.9916527546,9.8017148283,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.81E-012,5.52E-007,0.198284486
0.9949916528,9.8010538875,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.80E-012,5.53E-007,0.198945425
0.9983305509,9.8003929912,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.80E-012,5.55E-007,0.1996063195
1.0016694491,9.7997321395,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.80E-012,5.57E-007,0.2002671693
1.0050083473,9.7990713324,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.80E-012,5.59E-007,0.2009279746
1.0083472454,9.7984105698,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.80E-012,5.61E-007,0.2015887354
1.0116861436,9.7977498517,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.80E-012,5.63E-007,0.2022494516
1.0150250417,9.7970891783,1.34E-007,1.65E-013,3.03E-015,4.72E-012,3.16E-012,6.80E-012,5.65E-007,0.2029101232
1.0183639399,9.7964285494,1.34E-007,1.65E-013,3.03E-015,4.71E-012,3.16E-012,6.80E-012,5.66E-007,0.2035707503
1.0217028381,9.795767965,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.68E-007,0.2042313329
1.0250417362,9.7951074252,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.70E-007,0.2048918709
1.0283806344,9.7944469299,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.72E-007,0.2055523643
1.0317195326,9.7937864791,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.74E-007,0.2062128133
1.0350584307,9.7931260729,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.76E-007,0.2068732176
1.0383973289,9.7924657112,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.77E-007,0.2075335775
1.0417362271,9.7918053941,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.79E-007,0.2081938928
1.0450751252,9.7911451214,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.81E-007,0.2088541636
1.0484140234,9.7904848933,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.83E-007,0.2095143899
1.0517529215,9.7898247097,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.85E-007,0.2101745717
1.0550918197,9.7891645707,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.87E-007,0.2108347089
1.0584307179,9.7885044761,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.88E-007,0.2114948016
1.061769616,9.7878444261,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.90E-007,0.2121548498
1.0651085142,9.7871844205,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.80E-012,5.92E-007,0.2128148536
1.0684474124,9.7865244595,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.79E-012,5.94E-007,0.2134748128
1.0717863105,9.785864543,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.79E-012,5.96E-007,0.2141347275
1.0751252087,9.7852046709,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.79E-012,5.98E-007,0.2147945977
1.0784641068,9.7845448434,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.79E-012,5.99E-007,0.2154544234
1.081803005,9.7838850604,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.79E-012,6.01E-007,0.2161142046
1.0851419032,9.7832253218,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.79E-012,6.03E-007,0.2167739413
1.0884808013,9.7825656277,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.79E-012,6.05E-007,0.2174336336
1.0918196995,9.7819059782,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.79E-012,6.07E-007,0.2180932813
1.0951585977,9.7812463731,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.79E-012,6.09E-007,0.2187528846
1.0984974958,9.7805868124,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.16E-012,6.79E-012,6.10E-007,0.2194124434
1.101836394,9.7799272963,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.15E-012,6.79E-012,6.12E-007,0.2200719577
1.1051752922,9.7792678246,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.15E-012,6.79E-012,6.14E-007,0.2207314276
1.1085141903,9.7786083974,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.15E-012,6.79E-012,6.16E-007,0.2213908529
1.1118530885,9.7779490147,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.15E-012,6.79E-012,6.18E-007,0.2220502339
1.1151919866,9.7772896764,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.15E-012,6.79E-012,6.20E-007,0.2227095703
1.1185308848,9.7766303826,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.15E-012,6.79E-012,6.21E-007,0.2233688623
1.121869783,9.7759711332,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.15E-012,6.79E-012,6.23E-007,0.2240281098
1.1252086811,9.7753119283,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.15E-012,6.79E-012,6.25E-007,0.2246873129
1.1285475793,9.7746527679,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.15E-012,6.79E-012,6.27E-007,0.2253464715
1.1318864775,9.7739936519,1.34E-007,1.65E-013,3.02E-015,4.71E-012,3.15E-012,6.79E-012,6.29E-007,0.2260055857
1.1352253756,9.7733345803,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.79E-012,6.31E-007,0.2266646555
1.1385642738,9.7726755532,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.79E-012,6.32E-007,0.2273236808
1.141903172,9.7720165705,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.34E-007,0.2279826616
1.1452420701,9.7713576322,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.36E-007,0.228641598
1.1485809683,9.7706987384,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.38E-007,0.22930049
1.1519198664,9.7700398891,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.40E-007,0.2299593376
1.1552587646,9.7693810841,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.42E-007,0.2306181407
1.1585976628,9.7687223236,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.43E-007,0.2312768994
1.1619365609,9.7680636075,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.45E-007,0.2319356137
1.1652754591,9.7674049358,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.47E-007,0.2325942836
1.1686143573,9.7667463085,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.49E-007,0.233252909
1.1719532554,9.7660877256,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.51E-007,0.2339114901
1.1752921536,9.7654291872,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.53E-007,0.2345700267
1.1786310518,9.7647706931,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.54E-007,0.2352285189
1.1819699499,9.7641122435,1.34E-007,1.65E-013,3.02E-015,4.70E-012,3.15E-012,6.78E-012,6.56E-007,0.2358869667
1.1853088481,9.7634538382,1.34E-007,1.65E-013,3.01E-015,4.70E-012,3.15E-012,6.78E-012,6.58E-007,0.2365453702
1.1886477462,9.7627954774,1.34E-007,1.65E-013,3.01E-015,4.70E-012,3.15E-012,6.78E-012,6.60E-007,0.2372037292
1.1919866444,9.7621371609,1.34E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.78E-012,6.62E-007,0.2378620438
1.1953255426,9.7614788889,1.34E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.78E-012,6.64E-007,0.2385203141
1.1986644407,9.7608206612,1.33E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.78E-012,6.65E-007,0.2391785399
1.2020033389,9.7601624779,1.33E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.78E-012,6.67E-007,0.2398367214
1.2053422371,9.759504339,1.33E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.78E-012,6.69E-007,0.2404948585
1.2086811352,9.7588462445,1.33E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.78E-012,6.71E-007,0.2411529512
1.2120200334,9.7581881943,1.33E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.78E-012,6.73E-007,0.2418109995
1.2153589316,9.7575301885,1.33E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.77E-012,6.75E-007,0.2424690035
1.2186978297,9.7568722271,1.33E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.77E-012,6.76E-007,0.2431269631
1.2220367279,9.7562143101,1.33E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.77E-012,6.78E-007,0.2437848783
1.225375626,9.7555564374,1.33E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.77E-012,6.80E-007,0.2444427492
1.2287145242,9.7548986091,1.33E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.77E-012,6.82E-007,0.2451005757
1.2320534224,9.7542408251,1.33E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.77E-012,6.84E-007,0.2457583578
1.2353923205,9.7535830855,1.33E-007,1.64E-013,3.01E-015,4.70E-012,3.15E-012,6.77E-012,6.86E-007,0.2464160956
1.2387312187,9.7529253902,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.15E-012,6.77E-012,6.87E-007,0.247073789
1.2420701169,9.7522677393,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.15E-012,6.77E-012,6.89E-007,0.2477314381
1.245409015,9.7516101328,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.15E-012,6.77E-012,6.91E-007,0.2483890429
1.2487479132,9.7509525705,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.15E-012,6.77E-012,6.93E-007,0.2490466032
1.2520868114,9.7502950527,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.15E-012,6.77E-012,6.95E-007,0.2497041193
1.2554257095,9.7496375792,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.15E-012,6.77E-012,6.97E-007,0.250361591
1.2587646077,9.74898015,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.77E-012,6.98E-007,0.2510190183
1.2621035058,9.7483227652,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.77E-012,7.00E-007,0.2516764013
1.265442404,9.7476654247,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.77E-012,7.02E-007,0.25233374
1.2687813022,9.7470081285,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.77E-012,7.04E-007,0.2529910344
1.2721202003,9.7463508766,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.77E-012,7.06E-007,0.2536482844
1.2754590985,9.7456936691,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.77E-012,7.07E-007,0.2543054902
1.2787979967,9.7450365059,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.77E-012,7.09E-007,0.2549626516
1.2821368948,9.7443793869,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.77E-012,7.11E-007,0.2556197686
1.285475793,9.7437223124,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.77E-012,7.13E-007,0.2562768414
1.2888146912,9.7430652821,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.15E-007,0.2569338699
1.2921535893,9.7424082961,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.17E-007,0.2575908541
1.2954924875,9.7417513544,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.18E-007,0.2582477939
1.2988313856,9.741094457,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.20E-007,0.2589046895
1.3021702838,9.7404376039,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.22E-007,0.2595615408
1.305509182,9.7397807951,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.24E-007,0.2602183477
1.3088480801,9.7391240306,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.26E-007,0.2608751104
1.3121869783,9.7384673104,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.28E-007,0.2615318288
1.3155258765,9.7378106345,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.29E-007,0.2621885029
1.3188647746,9.7371540028,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.31E-007,0.2628451328
1.3222036728,9.7364974154,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.33E-007,0.2635017183
1.325542571,9.7358408723,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.35E-007,0.2641582596
1.3288814691,9.7351843735,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.37E-007,0.2648147566
1.3322203673,9.734527919,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.39E-007,0.2654712094
1.3355592654,9.7338715087,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.40E-007,0.2661276178
1.3388981636,9.7332151426,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.42E-007,0.266783982
1.3422370618,9.7325588209,1.33E-007,1.64E-013,3.01E-015,4.69E-012,3.14E-012,6.76E-012,7.44E-007,0.267440302
1.3455759599,9.7319025434,1.33E-007,1.64E-013,3.01E-015,4.68E-012,3.14E-012,6.76E-012,7.46E-007,0.2680965777
1.3489148581,9.7312463101,1.33E-007,1.64E-013,3.01E-015,4.68E-012,3.14E-012,6.76E-012,7.48E-007,0.2687528091
1.3522537563,9.7305901211,1.33E-007,1.64E-013,3.00E-015,4.68E-012,3.14E-012,6.76E-012,7.50E-007,0.2694089963
1.3555926544,9.7299339763,1.33E-007,1.64E-013,3.00E-015,4.68E-012,3.14E-012,6.76E-012,7.51E-007,0.2700651393
1.3589315526,9.7292778758,1.33E-007,1.64E-013,3.00E-015,4.68E-012,3.14E-012,6.76E-012,7.53E-007,0.270721238
